"ORDER
NUMBER","QUANTITY
ORDERED", PRICEEACH , SALES AMOUNT ,STATUS,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,COMPANY_NAME,CITY,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10327,45,100,"4,782",Resolved,11,2004,Planes,S18_2581,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Medium
10339,27,100,"2,811",Shipped,11,2004,Planes,S18_2581,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Akiko,Small
10353,27,100,"3,516",Shipped,12,2004,Planes,S18_2581,Gift Ideas Corp.,Glendale,USA,NA,Lewis,Dan,Medium
10374,42,69,"2,909",Shipped,2,2005,Planes,S18_2581,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Tony,Small
10386,21,75,"1,570",Resolved,3,2005,Planes,S18_2581,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10398,34,77,"2,614",Shipped,3,2005,Planes,S18_2581,Reims Collectables,Reims,France,EMEA,Henriot,Paul,Small
10401,42,76,"3,193",On Hold,4,2005,Planes,S18_2581,Tekni Collectables Inc.,Newark,USA,NA,Brown,William,Medium
10416,15,99,"1,483",Shipped,5,2005,Planes,S18_2581,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Small
10107,29,71,"2,055",Shipped,2,2003,Motorcycles,S18_2625,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Small
10120,46,58,"2,675",Shipped,4,2003,Motorcycles,S18_2625,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Small
10134,30,62,"1,853",Shipped,7,2003,Motorcycles,S18_2625,Lyon Souveniers,Paris,France,EMEA,Da Cunha,Daniel,Small
10145,30,50,"1,490",Shipped,8,2003,Motorcycles,S18_2625,Toys4GrownUps.com,Pasadena,USA,NA,Young,Julie,Small
10159,42,51,"2,162",Shipped,10,2003,Motorcycles,S18_2625,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Small
10168,46,61,"2,814",Shipped,10,2003,Motorcycles,S18_2625,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Juri,Small
10180,25,64,"1,605",Shipped,11,2003,Motorcycles,S18_2625,Daedalus Designs Imports,Lille,France,EMEA,Rance,Martine,Small
10188,32,65,"2,093",Shipped,11,2003,Motorcycles,S18_2625,Herkku Gifts,Bergen,Norway,EMEA,Oeztan,Veysel,Small
10201,30,65,"1,944",Shipped,12,2003,Motorcycles,S18_2625,Mini Wheels Co.,San Francisco,USA,NA,Murphy,Julie,Small
10210,40,50,"1,987",Shipped,1,2004,Motorcycles,S18_2625,Osaka Souveniers Co.,Osaka,Japan,Japan,Kentary,Mory,Small
10223,28,61,"1,696",Shipped,2,2004,Motorcycles,S18_2625,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Small
10236,23,56,"1,282",Shipped,4,2004,Motorcycles,S18_2625,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Rosa,Small
10251,29,61,"1,774",Shipped,5,2004,Motorcycles,S18_2625,Tekni Collectables Inc.,Newark,USA,NA,Brown,William,Small
10263,34,59,"1,998",Shipped,6,2004,Motorcycles,S18_2625,Gift Depot Inc.,Bridgewater,USA,NA,King,Julie,Small
10275,37,64,"2,353",Shipped,7,2004,Motorcycles,S18_2625,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Janine,Small
10285,20,49,981,Shipped,8,2004,Motorcycles,S18_2625,Marta's Replicas Co.,Cambridge,USA,NA,Hernandez,Marta,Small
10298,32,48,"1,551",Shipped,9,2004,Motorcycles,S18_2625,Atelier graphique,Nantes,France,EMEA,Schmitt,Carine,Small
10308,34,52,"1,771",Shipped,10,2004,Motorcycles,S18_2625,Mini Classics,White Plains,USA,NA,Frick,Steve,Small
10318,42,53,"2,213",Shipped,11,2004,Motorcycles,S18_2625,Diecast Classics Inc.,Allentown,USA,NA,Yu,Kyung,Small
10329,38,100,"5,266",Shipped,11,2004,Motorcycles,S18_2625,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Medium
10339,30,62,"1,865",Shipped,11,2004,Motorcycles,S18_2625,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Akiko,Small
10362,23,50,"1,142",Shipped,1,2005,Motorcycles,S18_2625,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Juri,Small
10374,22,53,"1,173",Shipped,2,2005,Motorcycles,S18_2625,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Tony,Small
10389,39,100,"6,981",Shipped,3,2005,Motorcycles,S18_2625,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Medium
10402,55,56,"3,065",Shipped,4,2005,Motorcycles,S18_2625,Auto Canal Petit,Paris,France,EMEA,Perrier,Dominique,Medium
10417,36,61,"2,202",Disputed,5,2005,Motorcycles,S18_2625,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10101,26,100,"3,773",Shipped,1,2003,Vintage Cars,S18_2795,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Roland,Medium
10110,31,100,"5,074",Shipped,3,2003,Vintage Cars,S18_2795,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Medium
10125,34,100,"6,483",Shipped,5,2003,Vintage Cars,S18_2795,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Medium
10139,41,100,"7,956",Shipped,7,2003,Vintage Cars,S18_2795,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Large
10149,23,100,"4,231",Shipped,9,2003,Vintage Cars,S18_2795,Signal Collectibles Ltd.,Brisbane,USA,NA,Taylor,Sue,Medium
10162,48,100,"7,209",Shipped,10,2003,Vintage Cars,S18_2795,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Large
10173,22,100,"3,453",Shipped,11,2003,Vintage Cars,S18_2795,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Giovanni,Medium
10182,21,100,"3,048",Shipped,11,2003,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10193,22,100,"3,675",Shipped,11,2003,Vintage Cars,S18_2795,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Sean,Medium
10205,40,100,"7,492",Shipped,12,2003,Vintage Cars,S18_2795,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Large
10214,50,100,"9,535",Shipped,1,2004,Vintage Cars,S18_2795,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Large
10227,29,100,"5,579",Shipped,3,2004,Vintage Cars,S18_2795,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Medium
10244,43,100,"5,950",Shipped,4,2004,Vintage Cars,S18_2795,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10255,24,100,"3,726",Shipped,6,2004,Vintage Cars,S18_2795,Mini Caravy,Strasbourg,France,EMEA,Citeaux,Frederique,Medium
10280,22,100,"4,455",Shipped,8,2004,Vintage Cars,S18_2795,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Medium
10289,43,100,"8,272",Shipped,9,2004,Vintage Cars,S18_2795,Herkku Gifts,Bergen,Norway,EMEA,Oeztan,Veysel,Large
10304,20,100,"3,578",Shipped,10,2004,Vintage Cars,S18_2795,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Daniel,Medium
10312,25,100,"3,881",Shipped,10,2004,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10322,36,100,"5,797",Shipped,11,2004,Vintage Cars,S18_2795,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Medium
10332,24,53,"1,264",Shipped,11,2004,Vintage Cars,S18_2795,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Small
10347,21,100,"4,815",Shipped,11,2004,Vintage Cars,S18_2795,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Medium
10356,30,100,"4,462",Shipped,12,2004,Vintage Cars,S18_2795,Lyon Souveniers,Paris,France,EMEA,Da Cunha,Daniel,Medium
10367,32,95,"3,033",Resolved,1,2005,Vintage Cars,S18_2795,Toys4GrownUps.com,Pasadena,USA,NA,Young,Julie,Medium
10380,21,47,991,Shipped,2,2005,Vintage Cars,S18_2795,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10390,26,78,"2,031",Shipped,3,2005,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10421,35,100,"5,434",In Process,5,2005,Vintage Cars,S18_2795,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10109,26,100,"3,157",Shipped,3,2003,Classic Cars,S18_2870,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Rosa,Medium
10123,46,100,"5,161",Shipped,5,2003,Classic Cars,S18_2870,Atelier graphique,Nantes,France,EMEA,Schmitt,Carine,Medium
10137,37,100,"4,347",Shipped,7,2003,Classic Cars,S18_2870,Reims Collectables,Reims,France,EMEA,Henriot,Paul,Medium
10148,27,100,"3,528",Shipped,9,2003,Classic Cars,S18_2870,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Medium
10161,23,100,"3,188",Shipped,10,2003,Classic Cars,S18_2870,Heintze Collectables,Aaarhus,Denmark,EMEA,Ibsen,Palle,Medium
10172,39,100,"6,023",Shipped,11,2003,Classic Cars,S18_2870,Gift Depot Inc.,Bridgewater,USA,NA,King,Julie,Medium
10181,27,100,"3,885",Shipped,11,2003,Classic Cars,S18_2870,Herkku Gifts,Bergen,Norway,EMEA,Oeztan,Veysel,Medium
10192,38,100,"4,966",Shipped,11,2003,Classic Cars,S18_2870,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Medium
10204,27,100,"4,170",Shipped,12,2003,Classic Cars,S18_2870,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Medium
10212,40,100,"4,910",Shipped,1,2004,Classic Cars,S18_2870,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10226,24,100,"3,231",Shipped,2,2004,Classic Cars,S18_2870,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Valarie,Medium
10241,44,100,"6,853",Shipped,4,2004,Classic Cars,S18_2870,Mini Caravy,Strasbourg,France,EMEA,Citeaux,Frederique,Medium
10253,37,100,"5,177",Cancelled,6,2004,Classic Cars,S18_2870,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Devon,Elizabeth,Medium
10266,20,100,"2,825",Shipped,7,2004,Classic Cars,S18_2870,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Small
10278,39,100,"4,324",Shipped,8,2004,Classic Cars,S18_2870,Signal Gift Stores,Las Vegas,USA,NA,King,Sue,Medium
10287,44,100,"5,053",Shipped,8,2004,Classic Cars,S18_2870,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Medium
10301,22,100,"3,223",Shipped,10,2003,Classic Cars,S18_2870,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Klaeboe,Jan,Medium
10311,43,100,"5,279",Shipped,10,2004,Classic Cars,S18_2870,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10321,27,100,"2,851",Shipped,11,2004,Classic Cars,S18_2870,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,Small
10331,26,65,"1,687",Shipped,11,2004,Classic Cars,S18_2870,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Rosa,Small
10343,25,52,"1,308",Shipped,11,2004,Classic Cars,S18_2870,Reims Collectables,Reims,France,EMEA,Henriot,Paul,Small
10366,49,100,"6,145",Shipped,1,2005,Classic Cars,S18_2870,Royale Belge,Charleroi,Belgium,EMEA,Cartrain,Pascale,Medium
10379,29,100,"5,127",Shipped,2,2005,Classic Cars,S18_2870,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10407,41,100,"6,386",On Hold,4,2005,Classic Cars,S18_2870,The Sharp Gifts Warehouse,San Jose,USA,NA,Frick,Sue,Medium
10419,55,100,"7,696",Shipped,5,2005,Classic Cars,S18_2870,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Large
10103,27,83,"2,243",Shipped,1,2003,Vintage Cars,S18_2949,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Jonas,Small
10112,23,100,"2,540",Shipped,3,2003,Vintage Cars,S18_2949,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Berglund,Christina,Small
10126,31,90,"2,795",Shipped,5,2003,Vintage Cars,S18_2949,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Small
10139,46,100,"5,546",Shipped,7,2003,Vintage Cars,S18_2949,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Medium
10150,47,91,"4,285",Shipped,9,2003,Vintage Cars,S18_2949,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10163,31,100,"3,329",Shipped,10,2003,Vintage Cars,S18_2949,Classic Legends Inc.,NYC,USA,NA,Hernandez,Maria,Medium
10174,46,100,"5,592",Shipped,11,2003,Vintage Cars,S18_2949,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Tony,Medium
10183,37,89,"3,299",Shipped,11,2003,Vintage Cars,S18_2949,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Cervantes,Francisca,Medium
10193,28,93,"2,610",Shipped,11,2003,Vintage Cars,S18_2949,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Sean,Small
10206,37,90,"3,336",Shipped,12,2003,Vintage Cars,S18_2949,Canadian Gift Exchange Network,Vancouver,Canada,NA,Tannamuri,Yoshi,Medium
10215,49,100,"5,510",Shipped,1,2004,Vintage Cars,S18_2949,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Steve,Medium
10228,24,100,"2,504",Shipped,3,2004,Vintage Cars,S18_2949,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Kyung,Small
10244,30,100,"3,526",Shipped,4,2004,Vintage Cars,S18_2949,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10257,50,88,"4,407",Shipped,6,2004,Vintage Cars,S18_2949,The Sharp Gifts Warehouse,San Jose,USA,NA,Frick,Sue,Medium
10270,31,96,"2,983",Shipped,7,2004,Vintage Cars,S18_2949,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Small
10280,46,100,"5,126",Shipped,8,2004,Vintage Cars,S18_2949,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Medium
10291,47,100,"5,714",Shipped,9,2004,Vintage Cars,S18_2949,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Medium
10304,46,100,"4,614",Shipped,10,2004,Vintage Cars,S18_2949,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Daniel,Medium
10312,37,100,"3,711",Shipped,10,2004,Vintage Cars,S18_2949,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10322,33,100,"3,525",Shipped,11,2004,Vintage Cars,S18_2949,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Medium
10333,31,90,"2,795",Shipped,11,2004,Vintage Cars,S18_2949,Mini Wheels Co.,San Francisco,USA,NA,Murphy,Julie,Small
10347,48,100,"4,814",Shipped,11,2004,Vintage Cars,S18_2949,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Medium
10357,41,87,"3,572",Shipped,12,2004,Vintage Cars,S18_2949,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10369,42,100,"4,581",Shipped,1,2005,Vintage Cars,S18_2949,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Allen,Medium
10381,41,100,"4,320",Shipped,2,2005,Vintage Cars,S18_2949,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Medium
10391,32,45,"1,448",Shipped,3,2005,Vintage Cars,S18_2949,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Small
10423,10,88,881,In Process,5,2005,Vintage Cars,S18_2949,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,Small
10103,35,57,"2,011",Shipped,1,2003,Vintage Cars,S18_2957,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Jonas,Small
10111,28,64,"1,801",Shipped,3,2003,Vintage Cars,S18_2957,Mini Wheels Co.,San Francisco,USA,NA,Murphy,Julie,Small
10126,46,74,"3,390",Shipped,5,2003,Vintage Cars,S18_2957,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Medium
10139,20,71,"1,424",Shipped,7,2003,Vintage Cars,S18_2957,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Small
10150,30,50,"1,499",Shipped,9,2003,Vintage Cars,S18_2957,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Small
10163,48,70,"3,358",Shipped,10,2003,Vintage Cars,S18_2957,Classic Legends Inc.,NYC,USA,NA,Hernandez,Maria,Medium
10173,28,54,"1,504",Shipped,11,2003,Vintage Cars,S18_2957,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Giovanni,Small
10183,39,68,"2,655",Shipped,11,2003,Vintage Cars,S18_2957,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Cervantes,Francisca,Small
10193,24,52,"1,244",Shipped,11,2003,Vintage Cars,S18_2957,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Sean,Small
10206,28,67,"1,889",Shipped,12,2003,Vintage Cars,S18_2957,Canadian Gift Exchange Network,Vancouver,Canada,NA,Tannamuri,Yoshi,Small
10215,31,59,"1,820",Shipped,1,2004,Vintage Cars,S18_2957,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Steve,Small
10228,45,64,"2,867",Shipped,3,2004,Vintage Cars,S18_2957,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Kyung,Small
10244,24,58,"1,394",Shipped,4,2004,Vintage Cars,S18_2957,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10257,49,54,"2,632",Shipped,6,2004,Vintage Cars,S18_2957,The Sharp Gifts Warehouse,San Jose,USA,NA,Frick,Sue,Small
10269,32,63,"2,019",Shipped,7,2004,Vintage Cars,S18_2957,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Small
10280,43,69,"2,955",Shipped,8,2004,Vintage Cars,S18_2957,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Small
10291,37,51,"1,872",Shipped,9,2004,Vintage Cars,S18_2957,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Small
10304,24,65,"1,559",Shipped,10,2004,Vintage Cars,S18_2957,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Daniel,Small
10312,35,54,"1,880",Shipped,10,2004,Vintage Cars,S18_2957,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10322,41,30,"1,225",Shipped,11,2004,Vintage Cars,S18_2957,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Small
10332,26,100,"2,979",Shipped,11,2004,Vintage Cars,S18_2957,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Small
10347,34,65,"2,209",Shipped,11,2004,Vintage Cars,S18_2957,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Small
10357,49,71,"3,458",Shipped,12,2004,Vintage Cars,S18_2957,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10369,28,44,"1,238",Shipped,1,2005,Vintage Cars,S18_2957,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Allen,Small
10381,40,68,"2,723",Shipped,2,2005,Vintage Cars,S18_2957,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Small
10392,37,60,"2,219",Shipped,3,2005,Vintage Cars,S18_2957,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Roland,Small
10423,31,54,"1,665",In Process,5,2005,Vintage Cars,S18_2957,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,Small
10106,41,83,"3,421",Shipped,2,2003,Ships,S18_3029,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Giovanni,Medium
10119,21,89,"1,879",Shipped,4,2003,Ships,S18_3029,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Small
10130,40,96,"3,854",Shipped,6,2003,Ships,S18_3029,Auto-Moto Classics Inc.,Brickhaven,USA,NA,Taylor,Leslie,Medium
10143,46,75,"3,443",Shipped,8,2003,Ships,S18_3029,Mini Creations Ltd.,New Bedford,USA,NA,Tam,Wing C,Medium
10155,44,79,"3,482",Shipped,10,2003,Ships,S18_3029,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,Medium
10167,46,73,"3,364",Cancelled,10,2003,Ships,S18_3029,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Medium
10178,41,82,"3,351",Shipped,11,2003,Ships,S18_3029,Alpha Cognac,Toulouse,France,EMEA,Roulet,Annette,Medium
10186,32,89,"2,863",Shipped,11,2003,Ships,S18_3029,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Hardy,Thomas,Small
10197,46,88,"4,036",Shipped,11,2003,Ships,S18_3029,Enaco Distributors,Barcelona,Spain,EMEA,Saavedra,Eduardo,Medium
10209,28,100,"2,818",Shipped,1,2004,Ships,S18_3029,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Chandler,Michael,Small
10222,49,95,"4,636",Shipped,2,2004,Ships,S18_3029,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Valarie,Medium
10248,21,74,"1,554",Cancelled,5,2004,Ships,S18_3029,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Small
10262,32,84,"2,698",Cancelled,6,2004,Ships,S18_3029,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10273,34,98,"3,334",Shipped,7,2004,Ships,S18_3029,Petit Auto,Bruxelles,Belgium,EMEA,Dewey,Catherine,Medium
10283,21,98,"2,059",Shipped,8,2004,Ships,S18_3029,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,NA,Lincoln,Elizabeth,Small
10296,21,96,"2,023",Shipped,9,2004,Ships,S18_3029,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Donnermeyer,Michael,Small
10307,31,83,"2,587",Shipped,10,2004,Ships,S18_3029,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Cervantes,Francisca,Small
10316,21,95,"1,987",Shipped,11,2004,Ships,S18_3029,giftsbymail.co.uk,Cowes,UK,EMEA,Bennett,Helen,Small
10327,25,46,"1,147",Resolved,11,2004,Ships,S18_3029,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Small
10338,28,83,"2,312",Shipped,11,2004,Ships,S18_3029,Royale Belge,Charleroi,Belgium,EMEA,Cartrain,Pascale,Small
10350,43,65,"2,794",Shipped,12,2004,Ships,S18_3029,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10373,22,87,"1,908",Shipped,1,2005,Ships,S18_3029,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Pirkko,Small
10386,37,93,"3,441",Resolved,3,2005,Ships,S18_3029,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10398,28,72,"2,023",Shipped,3,2005,Ships,S18_3029,Reims Collectables,Reims,France,EMEA,Henriot,Paul,Small
10400,30,75,"2,245",Shipped,4,2005,Ships,S18_3029,The Sharp Gifts Warehouse,San Jose,USA,NA,Frick,Sue,Small
10414,44,74,"3,255",On Hold,5,2005,Ships,S18_3029,Gifts4AllAges.com,Boston,USA,NA,Yoshido,Juri,Medium
10103,25,100,"2,540",Shipped,1,2003,Vintage Cars,S18_3136,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Jonas,Small
10111,43,100,"4,818",Shipped,3,2003,Vintage Cars,S18_3136,Mini Wheels Co.,San Francisco,USA,NA,Murphy,Julie,Medium
10126,30,97,"2,922",Shipped,5,2003,Vintage Cars,S18_3136,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Small
10139,20,90,"1,801",Shipped,7,2003,Vintage Cars,S18_3136,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Small
10150,26,100,"2,804",Shipped,9,2003,Vintage Cars,S18_3136,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Small
10163,40,100,"4,901",Shipped,10,2003,Vintage Cars,S18_3136,Classic Legends Inc.,NYC,USA,NA,Hernandez,Maria,Medium
10173,31,89,"2,759",Shipped,11,2003,Vintage Cars,S18_3136,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Giovanni,Small
10183,22,100,"2,488",Shipped,11,2003,Vintage Cars,S18_3136,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Cervantes,Francisca,Small
10193,23,100,"2,770",Shipped,11,2003,Vintage Cars,S18_3136,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Sean,Small
10206,30,100,"3,581",Shipped,12,2003,Vintage Cars,S18_3136,Canadian Gift Exchange Network,Vancouver,Canada,NA,Tannamuri,Yoshi,Medium
10215,49,100,"5,285",Shipped,1,2004,Vintage Cars,S18_3136,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Steve,Medium
10228,31,100,"3,182",Shipped,3,2004,Vintage Cars,S18_3136,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Kyung,Medium
10244,29,100,"3,341",Shipped,4,2004,Vintage Cars,S18_3136,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10257,37,85,"3,138",Shipped,6,2004,Vintage Cars,S18_3136,The Sharp Gifts Warehouse,San Jose,USA,NA,Frick,Sue,Medium
10270,38,100,"4,775",Shipped,7,2004,Vintage Cars,S18_3136,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Medium
10280,29,100,"3,006",Shipped,8,2004,Vintage Cars,S18_3136,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Medium
10291,23,100,"2,866",Shipped,9,2004,Vintage Cars,S18_3136,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Small
10304,26,86,"2,233",Shipped,10,2004,Vintage Cars,S18_3136,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Daniel,Small
10312,38,100,"4,457",Shipped,10,2004,Vintage Cars,S18_3136,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10322,48,47,"2,258",Shipped,11,2004,Vintage Cars,S18_3136,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Small
10332,40,40,"1,592",Shipped,11,2004,Vintage Cars,S18_3136,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Small
10347,45,100,"4,948",Shipped,11,2004,Vintage Cars,S18_3136,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Medium
